Location,Role,VendorID,InvoiceValue,Resource,StartTimestamp,EndTimestamp,CaseId,ActivityName
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-17 17:03:34.009946,2022-08-17 19:09:54.409946,22,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-18 09:09:54.409946,2022-08-18 11:26:45.409946,22,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-18 11:26:45.409946,2022-08-18 12:20:53.809946,22,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-18 12:20:53.809946,2022-08-18 15:03:59.809946,22,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-18 15:03:59.809946,2022-08-18 17:21:30.409946,22,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-18 17:21:30.409946,2022-08-18 18:31:03.409946,22,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-19 09:31:03.409946,2022-08-19 12:38:29.209946,22,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-19 12:38:29.209946,2022-08-19 15:39:07.609946,22,Approve Invoice
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-19 15:39:07.609946,2022-08-19 16:11:10.009946,22,Credit Memo Creation
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-19 16:11:10.009946,2022-08-19 16:25:17.809946,22,Fill Credit Memo
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-19 16:25:17.809946,2022-08-19 16:54:01.609946,22,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,2022-08-15 09:50:39.799931,2022-08-15 11:24:22.999931,23,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,2022-08-15 11:24:22.999931,2022-08-15 12:20:39.199931,23,Confirm Payment Received
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,2022-08-15 12:20:39.199931,2022-08-15 13:05:35.599931,23,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor1,1049.95,Addison,2022-08-15 13:05:35.599931,2022-08-15 16:08:23.599931,23,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor1,1049.95,Addison,2022-08-15 16:08:23.599931,2022-08-15 19:19:09.199931,23,Approve Invoice
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,2022-08-16 09:19:09.199931,2022-08-16 10:14:54.799931,23,Credit Memo Creation
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,2022-08-16 10:14:54.799931,2022-08-16 11:05:50.599931,23,Fill Credit Memo
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,2022-08-16 11:05:50.599931,2022-08-16 11:34:05.599931,23,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-22 11:50:40.923070,2022-08-22 13:10:36.723070,24,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-22 13:10:36.723070,2022-08-22 14:26:57.723070,24,Confirm Payment Received
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-22 14:26:57.723070,2022-08-22 15:14:30.123070,24,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,2022-08-22 15:14:30.123070,2022-08-22 18:20:55.923070,24,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,2022-08-23 09:20:55.923070,2022-08-23 12:33:49.323070,24,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-23 12:33:49.323070,2022-08-23 13:21:25.923070,24,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,2022-08-23 13:21:25.923070,2022-08-23 17:34:51.723070,24,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,2022-08-23 17:34:51.723070,2022-08-23 19:22:59.523070,24,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-24 09:22:59.523070,2022-08-24 10:02:54.723070,24,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,2022-08-24 10:02:54.723070,2022-08-24 13:13:54.123070,24,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,2022-08-24 13:13:54.123070,2022-08-24 16:29:35.523070,24,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-24 16:29:35.523070,2022-08-24 17:25:36.123070,24,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,2022-08-24 17:25:36.123070,2022-08-24 21:04:49.923070,24,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,2022-08-25 09:04:49.923070,2022-08-25 11:41:19.323070,24,Approve Invoice
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-25 11:41:19.323070,2022-08-25 12:35:12.723070,24,Credit Memo Creation
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-25 12:35:12.723070,2022-08-25 13:19:04.323070,24,Fill Credit Memo
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,2022-08-25 13:19:04.323070,2022-08-25 13:50:30.723070,24,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,2022-07-26 09:21:36.640564,2022-07-26 11:26:00.040564,25,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,2022-07-26 11:26:00.040564,2022-07-26 13:00:59.440564,25,Check Customer Payment
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,2022-07-26 13:00:59.440564,2022-07-26 14:28:33.040564,25,Credit Memo Entry
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,2022-07-26 14:28:33.040564,2022-07-26 16:20:49.840564,25,Refund Customer
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,2022-07-26 16:20:49.840564,2022-07-26 17:54:04.240564,25,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,2022-08-17 14:27:30.186268,2022-08-17 15:58:29.586268,26,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,2022-08-17 15:58:29.586268,2022-08-17 17:29:17.586268,26,Confirm Payment Received
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,2022-08-17 17:29:17.586268,2022-08-17 18:05:18.786268,26,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor4,234.9,Addison,2022-08-18 09:05:18.786268,2022-08-18 11:15:37.986268,26,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor4,234.9,Addison,2022-08-18 11:15:37.986268,2022-08-18 15:03:40.986268,26,Approve Invoice
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,2022-08-18 15:03:40.986268,2022-08-18 15:54:38.586268,26,Credit Memo Creation
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,2022-08-18 15:54:38.586268,2022-08-18 16:42:46.986268,26,Fill Credit Memo
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,2022-08-18 16:42:46.986268,2022-08-18 17:17:17.586268,26,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,2022-08-19 11:05:19.408554,2022-08-19 12:24:55.408554,27,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,2022-08-19 12:24:55.408554,2022-08-19 13:45:26.608554,27,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,2022-08-19 13:45:26.608554,2022-08-19 14:12:57.808554,27,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,2022-08-19 14:12:57.808554,2022-08-19 14:55:36.208554,27,Refund Customer
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,2022-08-19 14:55:36.208554,2022-08-19 15:46:59.008554,27,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,2022-07-25 09:27:41.562636,2022-07-25 17:07:04.962636,28,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,2022-07-25 17:07:04.962636,2022-07-25 22:40:15.762636,28,Confirm Payment Received
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,2022-07-26 09:40:15.762636,2022-07-26 15:23:57.762636,28,Refund With Standard Voucher
"San Diego, USA",Invoice Approver,Vendor2,468.9,Jessie,2022-07-26 15:23:57.762636,2022-07-27 01:05:28.362636,28,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,468.9,Jessie,2022-07-27 09:05:28.362636,2022-07-27 18:21:17.562636,28,Approve Invoice
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,2022-07-28 09:21:17.562636,2022-07-28 15:12:11.562636,28,Credit Memo Creation
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,2022-07-28 15:12:11.562636,2022-07-28 22:40:04.362636,28,Fill Credit Memo
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,2022-07-29 09:40:04.362636,2022-07-29 15:56:05.562636,28,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,2022-07-20 09:49:07.321516,2022-07-20 10:41:18.121516,29,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,2022-07-20 10:41:18.121516,2022-07-20 11:44:00.721516,29,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,2022-07-20 11:44:00.721516,2022-07-20 13:16:01.321516,29,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,2022-07-20 13:16:01.321516,2022-07-20 14:21:31.921516,29,Refund Customer
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,2022-07-20 14:21:31.921516,2022-07-20 14:47:47.521516,29,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,2022-07-26 14:47:04.201155,2022-07-26 21:04:35.401155,30,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,2022-07-27 09:04:35.401155,2022-07-27 16:19:37.801155,30,Check Customer Payment
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,2022-07-27 16:19:37.801155,2022-07-27 22:16:58.201155,30,Credit Memo Entry
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,2022-07-28 09:16:58.201155,2022-07-28 15:16:50.401155,30,Refund Customer
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,2022-07-28 15:16:50.401155,2022-07-28 19:52:27.001155,30,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,2022-08-08 10:05:36.973424,2022-08-08 12:22:32.773424,31,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,2022-08-08 12:22:32.773424,2022-08-08 13:47:06.973424,31,Check Customer Payment
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,2022-08-08 13:47:06.973424,2022-08-08 15:33:48.973424,31,Credit Memo Entry
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,2022-08-08 15:33:48.973424,2022-08-08 17:32:18.373424,31,Refund Customer
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,2022-08-08 17:32:18.373424,2022-08-08 18:35:25.573424,31,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,2022-08-12 09:03:50.794635,2022-08-12 10:19:09.994635,32,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,2022-08-12 10:19:09.994635,2022-08-12 12:55:15.994635,32,Check Customer Payment
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,2022-08-12 12:55:15.994635,2022-08-12 15:07:09.994635,32,Credit Memo Entry
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,2022-08-12 15:07:09.994635,2022-08-12 16:33:36.994635,32,Refund Customer
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,2022-08-12 16:33:36.994635,2022-08-12 18:00:55.594635,32,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,2022-08-10 15:31:56.464225,2022-08-10 16:46:46.264225,33,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,2022-08-10 16:46:46.264225,2022-08-10 17:50:31.264225,33,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,2022-08-10 17:50:31.264225,2022-08-10 18:22:04.864225,33,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,2022-08-11 09:22:04.864225,2022-08-11 11:11:09.664225,33,Refund Customer
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,2022-08-11 11:11:09.664225,2022-08-11 11:43:32.464225,33,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,2022-07-22 14:02:10.026816,2022-07-22 15:28:46.026816,34,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,2022-07-22 15:28:46.026816,2022-07-22 16:30:32.226816,34,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,2022-07-22 16:30:32.226816,2022-07-22 17:35:22.026816,34,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,2022-07-22 17:35:22.026816,2022-07-22 20:07:20.826816,34,Refund Customer
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,2022-07-25 09:07:20.826816,2022-07-25 09:26:12.426816,34,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,2022-07-25 09:21:36.572536,2022-07-25 11:34:26.372536,35,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,2022-07-25 11:34:26.372536,2022-07-25 13:21:09.572536,35,Check Customer Payment
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,2022-07-25 13:21:09.572536,2022-07-25 14:38:04.172536,35,Credit Memo Entry
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,2022-07-25 14:38:04.172536,2022-07-25 16:25:22.772536,35,Refund Customer
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,2022-07-25 16:25:22.772536,2022-07-25 17:36:46.172536,35,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,2022-08-23 13:26:42.450514,2022-08-23 14:41:14.250514,36,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,2022-08-23 14:41:14.250514,2022-08-23 15:46:23.250514,36,Confirm Payment Received
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,2022-08-23 15:46:23.250514,2022-08-23 16:33:04.650514,36,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor2,2571.35,Addison,2022-08-23 16:33:04.650514,2022-08-23 19:16:46.050514,36,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor2,2571.35,Addison,2022-08-24 09:16:46.050514,2022-08-24 12:19:29.250514,36,Approve Invoice
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,2022-08-24 12:19:29.250514,2022-08-24 13:10:22.650514,36,Credit Memo Creation
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,2022-08-24 13:10:22.650514,2022-08-24 14:15:38.250514,36,Fill Credit Memo
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,2022-08-24 14:15:38.250514,2022-08-24 14:58:52.050514,36,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,2022-07-29 13:46:36.194335,2022-07-29 15:44:34.394335,37,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,2022-07-29 15:44:34.394335,2022-07-29 17:26:36.794335,37,Check Customer Payment
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,2022-07-29 17:26:36.794335,2022-07-29 19:03:35.594335,37,Credit Memo Entry
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,2022-08-01 09:03:35.594335,2022-08-01 10:16:15.194335,37,Refund Customer
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,2022-08-01 10:16:15.194335,2022-08-01 11:17:33.794335,37,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,2022-08-17 14:17:30.186268,2022-08-17 16:53:45.186268,38,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,2022-08-17 16:53:45.186268,2022-08-17 19:37:32.586268,38,Confirm Payment Received
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,2022-08-18 09:37:32.586268,2022-08-18 11:13:40.386268,38,Refund With Standard Voucher
"San Francisco, USA",Invoice Approver,Vendor3,3836.06,Jackie,2022-08-18 11:13:40.386268,2022-08-18 14:24:07.986268,38,Complete the Customer Memo
"San Francisco, USA",Invoice Approver,Vendor3,3836.06,Jackie,2022-08-18 14:24:07.986268,2022-08-18 19:15:59.586268,38,Approve Invoice
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,2022-08-19 09:15:59.586268,2022-08-19 09:56:49.386268,38,Credit Memo Creation
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,2022-08-19 09:56:49.386268,2022-08-19 10:51:19.386268,38,Fill Credit Memo
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,2022-08-19 10:51:19.386268,2022-08-19 12:27:03.186268,38,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,2022-08-10 09:38:13.566998,2022-08-10 11:37:29.766998,39,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,2022-08-10 11:37:29.766998,2022-08-10 12:57:44.166998,39,Check Customer Payment
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,2022-08-10 12:57:44.166998,2022-08-10 15:09:26.166998,39,Credit Memo Entry
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,2022-08-10 15:09:26.166998,2022-08-10 16:50:08.766998,39,Refund Customer
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,2022-08-10 16:50:08.766998,2022-08-10 17:27:44.166998,39,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,2022-07-20 16:36:42.975139,2022-07-20 22:50:18.375139,40,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,2022-07-21 09:50:18.375139,2022-07-21 17:40:45.975139,40,Check Customer Payment
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,2022-07-21 17:40:45.975139,2022-07-21 23:58:00.375139,40,Credit Memo Entry
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,2022-07-22 09:58:00.375139,2022-07-22 15:17:12.375139,40,Refund Customer
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,2022-07-22 15:17:12.375139,2022-07-22 21:04:24.975139,40,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,2022-07-15 13:37:57.952619,2022-07-15 20:24:57.352619,41,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,2022-07-18 09:24:57.352619,2022-07-18 16:55:53.152619,41,Check Customer Payment
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,2022-07-18 16:55:53.152619,2022-07-19 00:58:54.952619,41,Credit Memo Entry
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,2022-07-19 09:58:54.952619,2022-07-19 18:37:47.152619,41,Refund Customer
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,2022-07-20 09:37:47.152619,2022-07-20 16:28:00.352619,41,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,2022-07-25 17:08:12.029729,2022-07-26 00:20:06.029729,42,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,2022-07-26 09:20:06.029729,2022-07-26 17:06:59.429729,42,Confirm Payment Received
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,2022-07-26 17:06:59.429729,2022-07-27 07:59:36.029729,42,Refund With Special Voucher
"San Diego, USA",Invoice Approver,Vendor2,559.26,Jessie,2022-07-27 09:59:36.029729,2022-07-27 18:38:58.229729,42,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,559.26,Jessie,2022-07-28 09:38:58.229729,2022-07-28 18:16:06.029729,42,Reject Invoice
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,2022-07-29 09:16:06.029729,2022-07-29 15:20:28.229729,42,Refund With Standard Voucher
"San Diego, USA",Invoice Approver,Vendor2,559.26,Jessie,2022-07-29 15:20:28.229729,2022-07-29 20:58:39.029729,42,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,559.26,Jessie,2022-08-01 09:58:39.029729,2022-08-01 18:54:16.229729,42,Approve Invoice
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,2022-08-02 09:54:16.229729,2022-08-02 16:30:35.429729,42,Credit Memo Creation
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,2022-08-02 16:30:35.429729,2022-08-02 22:16:09.029729,42,Fill Credit Memo
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,2022-08-03 09:16:09.029729,2022-08-03 17:11:23.429729,42,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor1,861.45,Aiden,2022-08-18 09:33:15.016418,2022-08-18 10:42:12.016418,43,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor1,861.45,Aiden,2022-08-18 10:42:12.016418,2022-08-18 12:45:45.016418,43,Check Customer Payment
"San Francisco, USA",Invoice Processor,Vendor1,861.45,Aiden,2022-08-18 12:45:45.016418,2022-08-18 14:34:50.416418,43,Credit Memo Entry
"San Francisco, USA",Invoice Processor,Vendor1,861.45,Aiden,2022-08-18 14:34:50.416418,2022-08-18 16:41:54.616418,43,Refund Customer
"San Francisco, USA",Invoice Processor,Vendor1,861.45,Aiden,2022-08-18 16:41:54.616418,2022-08-18 17:24:22.216418,43,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor5,1012.24,Casey,2022-07-25 10:17:36.138787,2022-07-25 16:22:40.938787,44,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor5,1012.24,Casey,2022-07-25 16:22:40.938787,2022-07-25 23:20:39.738787,44,Confirm Payment Received
"San Diego, USA",Invoice Processor,Vendor5,1012.24,Casey,2022-07-26 09:20:39.738787,2022-07-26 16:53:37.938787,44,Refund With Standard Voucher
"San Diego, USA",Invoice Approver,Vendor5,1012.24,Jessie,2022-07-26 16:53:37.938787,2022-07-27 01:21:21.138787,44,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor5,1012.24,Jessie,2022-07-27 09:21:21.138787,2022-07-27 17:20:40.338787,44,Approve Invoice
"San Diego, USA",Invoice Processor,Vendor5,1012.24,Casey,2022-07-27 17:20:40.338787,2022-07-28 01:06:31.338787,44,Credit Memo Creation
"San Diego, USA",Invoice Processor,Vendor5,1012.24,Casey,2022-07-28 09:06:31.338787,2022-07-28 16:59:58.338787,44,Fill Credit Memo
"San Diego, USA",Invoice Processor,Vendor5,1012.24,Casey,2022-07-28 16:59:58.338787,2022-07-29 00:12:27.738787,44,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor3,2030.11,Aiden,2022-07-14 09:59:50.524471,2022-07-14 11:49:00.724471,45,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor3,2030.11,Aiden,2022-07-14 11:49:00.724471,2022-07-14 13:38:04.924471,45,Confirm Payment Received
"San Francisco, USA",Invoice Processor,Vendor3,2030.11,Aiden,2022-07-14 13:38:04.924471,2022-07-14 15:34:36.724471,45,Refund With Standard Voucher
"San Francisco, USA",Invoice Approver,Vendor3,2030.11,Jackie,2022-07-14 15:34:36.724471,2022-07-14 19:49:59.524471,45,Complete the Customer Memo
"San Francisco, USA",Invoice Approver,Vendor3,2030.11,Jackie,2022-07-15 09:49:59.524471,2022-07-15 13:37:13.924471,45,Approve Invoice
"San Francisco, USA",Invoice Processor,Vendor3,2030.11,Aiden,2022-07-15 13:37:13.924471,2022-07-15 14:46:58.924471,45,Credit Memo Creation
"San Francisco, USA",Invoice Processor,Vendor3,2030.11,Aiden,2022-07-15 14:46:58.924471,2022-07-15 15:37:15.124471,45,Fill Credit Memo
"San Francisco, USA",Invoice Processor,Vendor3,2030.11,Aiden,2022-07-15 15:37:15.124471,2022-07-15 16:52:42.724471,45,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor2,195.84,Abbie,2022-07-15 11:46:54.642201,2022-07-15 18:21:54.042201,46,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor2,195.84,Abbie,2022-07-18 09:21:54.042201,2022-07-18 14:56:16.242201,46,Confirm Payment Received
"San Diego, USA",Invoice Processor,Vendor2,195.84,Abbie,2022-07-18 14:56:16.242201,2022-07-19 08:24:59.442201,46,Refund With Special Voucher
"San Diego, USA",Invoice Approver,Vendor2,195.84,Jessie,2022-07-19 09:24:59.442201,2022-07-19 16:58:55.242201,46,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,195.84,Jessie,2022-07-19 16:58:55.242201,2022-07-20 01:32:33.042201,46,Approve Invoice
"San Diego, USA",Invoice Processor,Vendor2,195.84,Abbie,2022-07-20 09:32:33.042201,2022-07-20 15:42:35.442201,46,Credit Memo Creation
"San Diego, USA",Invoice Processor,Vendor2,195.84,Abbie,2022-07-20 15:42:35.442201,2022-07-20 21:36:13.842201,46,Fill Credit Memo
"San Diego, USA",Invoice Processor,Vendor2,195.84,Abbie,2022-07-21 09:36:13.842201,2022-07-21 16:08:04.242201,46,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor3,3472.9,Riley,2022-08-18 10:30:49.824444,2022-08-18 11:49:37.224444,47,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor3,3472.9,Riley,2022-08-18 11:49:37.224444,2022-08-18 12:35:46.824444,47,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor3,3472.9,Riley,2022-08-18 12:35:46.824444,2022-08-18 13:45:34.224444,47,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor3,3472.9,Riley,2022-08-18 13:45:34.224444,2022-08-18 15:15:16.224444,47,Refund Customer
"Seattle, USA",Invoice Processor,Vendor3,3472.9,Riley,2022-08-18 15:15:16.224444,2022-08-18 16:07:54.624444,47,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor3,1353.49,Riley,2022-07-14 15:56:17.361663,2022-07-14 17:05:35.361663,48,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor3,1353.49,Riley,2022-07-14 17:05:35.361663,2022-07-14 17:55:49.161663,48,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor3,1353.49,Riley,2022-07-14 17:55:49.161663,2022-07-14 19:26:07.761663,48,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor3,1353.49,Riley,2022-07-15 09:26:07.761663,2022-07-15 10:50:04.161663,48,Refund Customer
"Seattle, USA",Invoice Processor,Vendor3,1353.49,Riley,2022-07-15 10:50:04.161663,2022-07-15 11:39:02.961663,48,Re-issuing the invoice
